"TIME","GEO","GEO_LABEL","SEX","UNIT","AGE","TRAINING","WSTATUS","Value"
"2011","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.3"
"2012","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2013","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.1"
"2014","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2015","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.3"
"2016","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.0"
"2017","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.0"
"2018","BE24","Prov. Vlaams-Brabant","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.7"
"2000","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.0"
"2001","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.5"
"2002","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.3"
"2003","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.5"
"2004","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2005","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2006","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2007","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2008","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.7"
"2009","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2010","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.2"
"2011","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2012","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2013","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2014","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2015","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.6"
"2016","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.2"
"2017","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2018","BE25","Prov. West-Vlaanderen","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2000","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","22.6"
"2001","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","20.4"
"2002","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.4"
"2003","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","22.1"
"2004","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.3"
"2005","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.2"
"2006","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.3"
"2007","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.2"
"2008","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.6"
"2009","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.1"
"2010","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.6"
"2011","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.2"
"2012","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.4"
"2013","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.5"
"2014","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2015","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.0"
"2016","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.2"
"2017","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.6"
"2018","BE3","Région wallonne","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.0"
"2000","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2001","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.9"
"2002","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.4"
"2003","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.7"
"2004","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.7"
"2005","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.6"
"2006","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.0"
"2007","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.7"
"2008","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.9"
"2009","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2010","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.9"
"2011","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2012","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.4"
"2013","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2014","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.0"
"2015","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.9"
"2016","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.9"
"2017","BE31","Prov. Brabant wallon","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
